,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,23_s2m1_cell 33,cell 6314,1318.788,6603.762,7901.208,3523.095,1244.227,1034.779,1003.372,1035.526,1827.952,525.877,2350.859,6149.563,1437.976,1024.29,2230.933,1461.95,1128.372,693.043,2568.511
,23_s2m1_cell 34,cell 6315,1202.547,4097.208,479.866,3807.195,1240.512,1059.295,999.004,833.959,1981.156,478.277,2175.995,4610.726,1406.912,1055.86,1422.81,1310.81,2009.168,524.547,1758.771
,23_s2m1_cell 35,cell 6316,1097.287,1518.452,481.714,2620.897,1240.807,1085.224,1043.924,620.251,2350.469,389.924,2183.171,2863.708,1446.63,1136.189,1183.301,2541.11,2780.228,1895.811,1390.543
,23_s2m1_cell 36,cell 6317,1056.577,4880.988,5793.335,5358.98,1242.963,1047.977,1000.478,1003.452,2550.909,6127.194,3211.944,6445.832,1472.679,1017.994,1710.948,1364.341,1965.632,547.596,1954.031
,23_s2m1_cell 37,cell 6318,1075.054,4891.753,966.646,4444.484,1262.825,1084.193,1036.596,875.155,2960.727,6083.928,3482.256,4886.951,1934.724,1102.498,1446.599,1311.659,3017.987,493.592,1706.684
,23_s2m1_cell 38,cell 6319,1361.983,6750.746,8144.124,4569.975,1249.917,1036.085,1021.514,1193.985,1600.242,777.017,2395.325,7259.993,1254.307,991.434,2881.203,1317.234,1230.207,626.576,3015.408
,23_s2m1_cell 39,cell 6320,1043.791,2369.018,605.438,278.252,1257.272,1053.524,955.329,311.149,1635.407,434.186,2161.955,446.393,1294.376,1042.225,283.378,1545.409,1379.041,793.037,385.975
,23_s2m1_cell 40,cell 6321,1336.253,4596.232,521.165,3286.91,1280.587,1149.979,1218.536,866.848,2234.591,566.674,2205.806,4584.167,1305.576,1103.766,1479.557,1503.303,1921.833,1674.079,1934.067
,23_s2m1_cell 41,cell 6322,1306.99,6461.766,7748.554,3986.706,1237.783,1064.8,1037.758,1079.706,1652.196,653.681,2351.073,6018.086,1317.621,1053.171,2451.463,1273.908,1177.665,494.881,2414.608
,23_s2m1_cell 42,cell 6323,945.226,2329.345,501.48,3602.738,1272.406,1177.422,1186.751,860.428,2167.482,1529.594,2395.446,5025.536,1658.599,1087.603,1447.782,1274.54,1896.984,484.825,1730.91
,23_s2m1_cell 43,cell 6324,900.495,1827.506,614.35,268.567,1254.25,1067.763,958.345,289.063,1603.075,426.18,2170.174,369.127,1246.004,974.553,262.939,1348.495,1505.059,691.409,345.323
,23_s2m1_cell 44,cell 6325,926.65,3577.094,1594.567,4481.793,1251.021,1133.998,1022.627,939.267,2033.561,2613.424,2556.369,5958.06,1838.814,1128.537,1665.034,1271.113,2151.546,471.68,1808.75
,23_s2m1_cell 45,cell 6326,1211.621,2740.431,1483.983,3255.549,1378.653,1128.249,1113.767,721.389,2095.039,428.22,2181.567,3650.995,1430.021,1308.472,1577.751,1934.132,3643.072,3696.743,1970.264
,23_s2m1_cell 46,cell 6327,864.538,1886.888,565.249,270.563,1309.671,1081.441,973.411,271.454,1670.736,436.276,2179.466,359.753,1317.382,971.441,261.705,1332.502,1828.228,870.506,341.859
,23_s2m1_cell 47,cell 6328,1090.556,2115.435,484.556,3754.179,1288.836,1219,1216.28,846.078,2560.455,503.873,2182.444,5018.32,1456.167,1241.47,1439.003,1291.882,1690.138,534.769,1914.628
,23_s2m1_cell 48,cell 6329,866.728,1838.756,592.239,304.511,1337.222,1074.05,947.93,286.279,1717.626,622.938,2210.708,454.11,1636.262,971.172,310.012,1298.783,2461.97,797.658,409.586
,23_s2m1_cell 49,cell 6330,1505.354,1744.475,466.251,317.902,1451.478,1088.028,1056.226,298.45,2217.438,564.713,2333.364,446.354,1785.795,4985.376,286.282,2213.155,2848.86,2122.674,417.757
,23_s2m1_cell 50,cell 6331,1044.488,4878.358,5614.693,2820.866,1247.652,1112.555,1122.411,923.923,1661.25,498.061,2291.528,4646.004,1262.093,994.12,1912.823,1264.986,947.535,464.931,1903.488
,23_s2m1_cell 51,cell 6332,1208.557,3773.102,486.666,3630.541,1314.967,1253.466,1353.062,803.026,2547.571,488.02,2233.849,4770.581,1550.233,1174.436,1320,1273.977,1951.797,532.531,1686.882
,23_s2m1_cell 52,cell 6333,828.874,2946.813,1648.019,942.671,1377.674,1057.945,948.519,599.668,1717.897,413.503,2213.687,2023.023,1304.865,959.723,1438.242,1303.016,1847.281,1237.997,1483.974
,23_s2m1_cell 53,cell 6334,921.909,1884.721,503.972,3370.921,1323.777,1210.079,1266.648,756.18,2332.146,439.658,2199.713,3905.563,1263.117,1315.202,1498.534,1337.036,1595.625,989.931,1897.466
,23_s2m1_cell 54,cell 6335,1205.675,3681.079,665.293,3683.063,1319.319,1248.404,1415.972,882.334,2917.177,685.584,2266.397,5137.395,1627.849,1025.158,1453.732,1303.896,1802.874,467.7,1726.984
,23_s2m1_cell 55,cell 6336,758.796,1672.095,726.309,368.379,1653.354,1066.676,970.514,321.347,1823.272,594.716,2245.756,771.092,1534.618,983.16,526.367,1306.389,2344.419,985.825,615.239
,23_s2m1_cell 56,cell 6337,611.948,3834.148,4306.594,3896.079,1254.048,1094.795,1054.608,944.254,1722.29,436.774,2241.647,5650.951,1185.752,970.8,1637.807,1243.817,966.072,497.282,1669.414
,23_s2m1_cell 57,cell 6338,928.054,3692.378,3911.147,3310.833,1300.971,1101.748,1033.113,1134.65,1765.547,429.762,2266.351,5838.074,1224.441,990.949,2437.664,1265.799,1025.169,546.867,2445.904
,23_s2m1_cell 58,cell 6339,942.422,2224.632,473.009,3415.204,1345.134,1221.705,1318.775,889.771,2176.693,641.597,2230.405,4689.534,1474.241,1089.45,1355.03,1300.986,1840.063,516.991,1782.466
,23_s2m1_cell 59,cell 6340,1256.287,1604.526,454.16,307.085,1425.521,1062.768,1003.289,287.544,2123.07,555.771,2276.292,425.953,1663.204,5017.282,272.127,1960.878,1834.935,1227.115,401.065
,23_s2m1_cell 60,cell 6341,1159.499,3574.867,468.858,3222.564,1381.173,1233.844,1212.21,798.692,2614.685,723.196,2243.098,4153.562,1622.207,1166.098,1473.308,1350.722,2622.054,808.739,1900.175
,23_s2m1_cell 61,cell 6342,953.899,3888.588,703.644,3998.705,1340.172,1234.22,1214.567,913.864,2375.716,465.907,2217.071,5071.621,1942.664,1173.099,1436.851,1354.851,2981.692,573.528,1633.216
,23_s2m1_cell 62,cell 6343,816.273,1859.949,823.308,331.807,1900.953,1080.951,992.658,304.832,1866.678,626.124,2264.73,666.092,1592.519,989.471,549.419,1307.134,2081.195,723.18,654.949
,23_s2m1_cell 63,cell 6344,1169.123,3909.837,3965.219,3614.052,1356.929,1117.219,1055.599,1185.693,1828.875,424.014,2297.96,6186.108,1287.623,1001.507,2639.314,1373.059,1223.976,636.045,2715.479
,23_s2m1_cell 64,cell 6345,621.152,3529.767,2634.2,3694.324,1324.608,1179.01,1200.438,992.932,2197.418,405.238,2237.942,5433.126,1893.851,1024.818,1600.233,1351.534,3692.294,1091.813,1751.39
,23_s2m1_cell 65,cell 6346,765.226,2410.429,473.269,3448.777,1362.323,1223.571,1111.739,858.098,2454.158,581.951,2217.043,4487.886,1976.845,1338.679,1361.44,1614.859,2953.062,722.986,1502.149
,23_s2m1_cell 66,cell 6347,698.145,3820.226,4464.569,4079.599,1309.114,1106.158,1081.683,1008.352,1764.191,417.697,2288.58,6203.13,1278.909,991.639,1837.499,1402.949,2343.45,1974.995,1841.259
,23_s2m1_cell 67,cell 6348,896.777,6288.319,1002.019,4232.838,1363.285,1233.596,1337.702,959.771,2732.029,432.489,2219.827,5339.042,2283.556,1088.011,1513.322,1382.168,3690.798,597.463,1737.904
,23_s2m1_cell 68,cell 6349,1119.139,4255.356,465.385,2673.111,1406.388,1191.762,1160.732,824.915,2249.446,706.618,2244.66,3873.698,1702.864,1195.979,1488.35,1547.475,2835.379,1017.013,1814.428
,23_s2m1_cell 69,cell 6350,1238.685,1522.039,453.402,305.26,1426.266,1059.276,999.02,295.567,2051.018,523.666,2293.652,423.365,1684.081,5215.297,265.228,2135.329,1567.947,1042.889,412.092
,23_s2m1_cell 70,cell 6351,1136.629,5695.272,6691.441,3393.693,1385.887,1187.054,1120.246,1079.389,1959.91,500.33,2345.473,5823.382,1453.053,1049.859,2282.394,1376.764,1398.273,714.259,2203.248
,23_s2m1_cell 71,cell 6352,696.087,1700.482,534.429,260.699,1626.386,1091.458,1001.439,249.46,1737.922,490.186,2251.054,391.311,1275.072,987.074,256.184,1291.798,1479.561,842.301,341.594
,23_s2m1_cell 72,cell 6353,908.984,4610.722,488.855,3741.375,1401.738,1282.816,1322.29,899.46,2557.018,501.988,2234.057,4866.63,1994.262,1381.559,1386.037,1775.205,2699.896,852.855,1326.536
,23_s2m1_cell 73,cell 6354,776.676,3211.524,3346.237,4247.885,1338.145,1216.598,1156.466,975.047,1938.209,1222.051,2384.057,5980.294,1556.331,1095.378,1675.024,1301.824,1153.24,439.591,1763.405
,23_s2m1_cell 74,cell 6355,1082.72,2889.96,471.497,3372.877,1409.483,1230.488,1231.68,953.922,2157.688,601.035,2249.833,4657.76,1396.797,1386.6,1324.62,1409.917,1559.507,900.323,1735.953
,23_s2m1_cell 75,cell 6356,1413.015,1837.246,463.214,398.371,1507.08,1093.259,1029.418,313.012,2149.644,601.164,2339.396,483.955,1706.913,5708.251,304.674,2014.96,1744.381,1325.306,424.027
,23_s2m1_cell 76,cell 6357,1252.923,1695.612,819.215,2834.804,1562.798,1333.84,1471.043,727.232,2558.044,776.276,2302.118,3213.04,1914.599,1324.99,1399.855,1873.003,4518.656,4497.96,1803.725
,23_s2m1_cell 77,cell 6358,1054.957,2566.405,2073.853,4638.097,1371.898,1282.092,1348.636,928.621,2236.595,2097,2550.015,5623.176,1719.496,1191.155,1554.578,1298.995,1095.282,509.504,1674.514
,23_s2m1_cell 78,cell 6359,1439.65,2047.955,1126.563,3576.179,1480.817,1180.173,1084.493,1091.486,2002.266,657.846,2315.422,5739.288,1588.006,1050.234,2472.482,1361.392,1244.776,811.045,2490.388
,23_s2m1_cell 79,cell 6360,1355.734,4322.574,499.779,3083.777,1421.749,1279.124,1418.579,794.099,2448.502,818.525,2304.749,3849.338,1569.378,1331.726,1252.924,1441.982,1896.254,1117.391,1664.152
,23_s2m1_cell 80,cell 6361,949.965,4124.935,4588.804,5108.447,1378.002,1159.458,1152.346,1149.33,1876.316,520.594,2325.502,7583.797,1352.876,1026.03,2114.959,1283.647,997.915,484.311,2046.154
,23_s2m1_cell 81,cell 6362,847.081,1335.363,440.398,293.751,1399.439,1052.868,989.974,306.688,1994.135,517.451,2246.997,419.553,1616.728,5144.091,257.488,2175.523,1250.393,748.533,394.446
,23_s2m1_cell 82,cell 6363,643.269,1751.632,547.57,263.364,1707.353,1129.572,1041.864,252.814,1862.797,448.57,2219.494,368.744,1428.721,991.967,257.994,1295.736,1888.025,902.072,351.465
,23_s2m1_cell 83,cell 6364,1035.946,2164.4,526.896,3504.115,1413.213,1317.984,1414.453,865.855,2544.079,883.154,2319.794,4404.229,1785.95,1449.197,1299.69,1416.645,2337.041,688.656,1350.781
,23_s2m1_cell 84,cell 6365,990.272,2626.243,2506.15,4450.492,1377.895,1234.044,1346.491,905.815,2220.542,2577.497,2646.918,5547.216,1684.818,1151.347,1544.66,1506.629,2286.104,1435.818,1539.34
,23_s2m1_cell 85,cell 6366,937.328,3949.616,553.672,2927.187,1415.444,1211.633,1416.303,856.833,2405.371,595.933,2279.818,4101.094,1883.15,1153.644,1152.35,1375.086,2619.352,881.732,1566.232
,23_s2m1_cell 86,cell 6367,1471.432,2298.111,1417.158,2181.294,1466.394,1230.526,1367.223,742.46,2617.62,524.551,2280.45,3031.091,1635.612,1307.805,1305.587,2132.205,3730.719,3339.19,1668.459
,23_s2m1_cell 87,cell 6368,879.986,4508.505,5225.536,4439.583,1377.955,1161.486,1208.884,948.258,2010.201,1352.062,2475.728,6107.455,1453.898,1055.891,1652.834,1627.355,2799.671,2741.365,1723.784
,23_s2m1_cell 88,cell 6369,1001.8,5129.736,563.388,3467.332,1407.092,1251.949,1553.178,854.597,2976.944,1707.905,2482.259,4597.23,2026.375,1147.715,1322.296,1417.051,2426.011,631.279,1485.141
,23_s2m1_cell 89,cell 6370,713.764,1838.806,557.498,263.653,1744.829,1143.647,1066.401,257.953,1904.295,477.651,2239.568,359.56,1350.581,1003.484,257.801,1295.775,1629.275,839.541,351.275
,23_s2m1_cell 90,cell 6371,1566.765,1985.975,500.177,319.097,1611.365,1171.672,1125.123,315.213,2391.65,644.43,2366.18,433.177,2013.09,4209.177,283.939,2310.126,3694.061,3061.863,414.531
,23_s2m1_cell 91,cell 6372,1104.474,1504.26,462.693,299.474,1466.404,1071.632,1009.451,312.23,2183.445,554.178,2319.041,428.074,1754.377,4767.964,269.079,2268.553,1601.6,1108.675,419.26
,23_s2m1_cell 92,cell 6373,831.719,5263.824,518.103,3231.648,1427.529,1248.741,1391.552,895.833,2722.943,509.886,2251.485,4320.114,1948.503,1225.622,1207.803,1428.943,2148.442,645.327,1666.863
,23_s2m1_cell 93,cell 6374,1049.632,2449.802,545.398,2868.288,1459.638,1225.255,1251.517,855.582,3356.977,529.794,2277.668,3936.428,1552.606,1322.706,1378.528,2300.12,2343.291,1406.629,1800.591
,23_s2m1_cell 94,cell 6375,971.928,4574.842,5550.797,4227.292,1419.976,1208.693,1216.305,989.896,2013.136,808.078,2368.735,5982.35,1471.594,1061.548,1670.535,1431.588,1870.816,902.783,1708.636
,23_s2m1_cell 95,cell 6376,1093.392,3946.214,3807.28,3080.949,1520.825,1266.803,1231.705,1137.375,2061.892,675.108,2373.145,5755.135,1451.65,1113.677,2543.934,1497.678,1353.157,595.997,2351.234
,23_s2m1_cell 96,cell 6377,1142.711,1560.806,464.531,327.489,1512.575,1092.072,1039.594,325.233,2242.536,550.286,2373.547,495.444,1818.575,6229.761,307.633,2273.497,1881.483,1457.011,468.881
,23_s2m1_cell 97,cell 6378,732.994,1865.781,566.884,265.991,1714.1,1142.063,1077.351,262.95,1817.831,480.483,2248.85,351.31,1301.238,1014.009,254.875,1278.846,1685.376,807.185,347.063
,23_s2m1_cell 98,cell 6379,904.962,1647.503,546.577,3627.21,1418.675,1285.216,1375.87,839.485,2491.157,1766.37,2525.595,4615.106,1741.441,1209.24,1276.192,1426.763,1803.104,738.997,1415.462
,23_s2m1_cell 99,cell 6380,794.931,2620.984,2329.844,3980.043,1398.304,1253.033,1364.841,951.114,2328.642,2232.412,2591.644,5591.474,1609.783,1123.982,1576.66,1561.772,1832.875,679.523,1561.04
,23_s2m1_cell 100,cell 6381,998.343,3083.096,503.789,2978.512,1454.433,1228.048,1218.421,834.391,2535.575,644.1,2277.423,4117.753,1657.496,1324.64,1231.722,1330.536,2289.224,664.236,1389.573
,23_s2m1_cell 101,cell 6382,744.174,1829.577,584.444,260.127,1707.955,1180.112,1102.459,278.964,1931.628,505.714,2237.17,368.02,1475.603,1001.956,255.109,1340.025,1942.406,794.348,354.111
,23_s2m1_cell 102,cell 6383,1314.398,1670.272,478.524,337.731,1527.077,1140.474,1092.229,331.898,2297.578,580.683,2331.944,478.941,1957.817,5922.646,290.612,2639.59,2660.785,2337.294,503.333
,23_s2m1_cell 103,cell 6384,1346.952,2243.926,1497.48,2835.084,1479.956,1187.157,1208.801,793.985,2292.743,515.267,2278.485,3629.837,1696.861,1539.745,1468.265,1436.053,3311.357,3130.318,1694.976
,23_s2m1_cell 104,cell 6385,774.079,2287.882,558.947,3235.012,1432.556,1233.468,1182.394,800.162,2519.224,866.474,2315.353,4230.341,2206.253,1471.915,1207.218,1387.035,2849.832,824.115,1403.365
,23_s2m1_cell 105,cell 6386,916.383,6390.593,7716.299,3507.625,1477.189,1174.152,1259.073,1157.017,1965.583,534.628,2406.388,5895.91,1426.216,1071.268,2171.006,1336.51,1193.659,512.462,2109.482
,23_s2m1_cell 106,cell 6387,834.072,4126.386,3458.214,4124.48,1423.395,1163.052,1211.725,951.277,2246.363,1283.061,2423.843,5569.928,1787.705,1339.524,1633.716,1382.576,1858.153,616.712,1677.125
,23_s2m1_cell 107,cell 6388,1288.005,5127.882,512.6,2987.081,1568.106,1212.671,1238.773,855.299,2510.977,784.097,2296.498,4200.498,1833.169,1230.759,1269.711,1317.995,1893.104,586.164,1483.47
,23_s2m1_cell 108,cell 6389,1236.951,2242.935,1510.471,2384.558,1460.347,1212.545,1318.361,658.276,2385.002,457.59,2244.87,2894.781,1579.765,1216.662,1349.179,1371.951,3631.617,3288.919,1520.108
,23_s2m1_cell 109,cell 6390,1207.935,6862.459,603.99,3469.582,1463.003,1267.319,1605.691,835.923,3559.961,550.676,2278.099,4357.744,2336.956,1191.536,1340.311,1319.162,2940.491,526.118,1478.882
,23_s2m1_cell 110,cell 6391,1376.726,5337.55,505.569,3019.886,1440.76,1232.615,1429.402,822.719,2602.973,749.559,2291.475,4036.702,1656.586,1189.99,1211.901,1291.659,2223.637,620.119,1431.985
,23_s2m1_cell 111,cell 6392,1397.938,1726.874,474.242,301.76,1542.346,1110.781,1063.65,338.321,2312.281,565.358,2331.35,454.441,2032.035,5928.172,279.669,2691.727,2681.493,2349.66,460.443
,23_s2m1_cell 112,cell 6393,913.437,2031.593,619.231,260.866,1796.696,1168.078,1114.317,287.839,2020.148,513.539,2258.852,374.585,1458.978,1023.2,251.246,1732.425,1703.468,633.625,394.678
,23_s2m1_cell 113,cell 6394,1077.862,3742.076,3123.233,4331.215,1488.161,1262,1456.371,976.498,2252.376,443.016,2280.984,5897.116,1705.275,1056.899,1630.561,1388.608,1746.334,441.971,1756.672
,23_s2m1_cell 114,cell 6395,1103.102,3894.105,514.734,2757.415,1441.563,1282.567,1251.028,745.724,2697.765,561.978,2269.071,3605.093,1590.251,1338.885,1221.635,1299.074,1931.285,776.477,1501.963
,23_s2m1_cell 115,cell 6396,1025.809,3924.335,4202.417,4084.712,1543.939,1205.574,1227.33,1233.923,1989.18,502.371,2339.214,6704.684,1635.292,1169.344,1931.036,1511.191,1210.259,520.271,2069.997
,23_s2m1_cell 116,cell 6397,1001.627,2449.879,1764.448,2249.073,1424.493,1184.802,1169.141,728.752,2188.941,395.061,2230.288,3075.67,1565.146,1366.621,1409.873,1718.595,2977.146,2779.229,1747.093
,23_s2m1_cell 117,cell 6398,1061.492,2400.31,508.972,3091.147,1446.871,1315.847,1344.073,784.548,2697.779,447.935,2249.43,3888.929,1834.554,1583.771,1256.978,1309.028,2217.392,628.057,1401.269
,23_s2m1_cell 118,cell 6399,1430.021,1454.732,711.917,1900.162,1482.375,1246.876,1281.835,599.49,2274.262,406.799,2235.384,2239.596,1876.083,1358.351,1323.799,1824.894,3568.384,2841.454,1464.035
,23_s2m1_cell 119,cell 6400,1225.423,4425.182,648.412,3460.678,1445.804,1287.972,1193.801,837.37,2549.344,420.134,2263.325,4356.115,2293.266,1650.143,1375.064,1273.476,2632.709,480.849,1489.989
,23_s2m1_cell 120,cell 6401,1375.707,1596.586,475.906,315.638,1616.909,1217.974,1172.248,342.511,2397.101,648.241,2386.228,477.248,2162.619,5973.179,290.059,2667.645,3920.674,3534.765,448.593
,23_s2m1_cell 121,cell 6402,1097.003,7350.279,2742.284,4204.334,1478.973,1208.995,1168.437,915.319,2328.03,388.281,2276.555,5213.271,2128.479,1198.15,1589.827,1298.235,2522.65,428.297,1656.808
,23_s2m1_cell 122,cell 6403,1079.249,4074.967,740.09,2820.603,1456.531,1253.046,1366.243,790.727,2486.782,457.661,2242.497,3753.919,1581.844,1346.592,1351.971,1485.111,1989.224,999.378,1570.742
,23_s2m1_cell 123,cell 6404,917.262,1910.547,636.3,277.644,1730.393,1210.784,1106.38,306.589,2039.941,504.248,2270.813,402.213,1593.723,1107.677,261.584,1611.389,2313.08,736.898,396.625
,23_s2m1_cell 124,cell 6405,1113.471,5511.986,6427.974,4222.026,1596.749,1188.73,1203.553,1238.244,2034.766,449.431,2392.302,6469.194,1537.516,1113.742,2095.632,1325.001,1769.971,493.742,2058.328
,23_s2m1_cell 125,cell 6406,1422.894,1651.565,494.037,341.263,1640.985,1248.812,1248.996,355.032,2489.272,689.95,2364.901,512.088,2239.675,5279.545,296.218,2547.739,5044.618,4433.746,464.543
,23_s2m1_cell 126,cell 6407,959.863,2462.707,1764.763,1973.854,1476.302,1187.96,1263.822,649.064,2267.682,529.664,2243.552,2482.855,1668.192,1450.748,1334.238,1563.489,4358.05,4073.404,1442.455
,23_s2m1_cell 127,cell 6408,1013.412,2460.029,1360.482,3158.557,1461.596,1366.654,1678.073,767.01,2882.417,388.453,2256.462,3940.969,1466.337,1162.576,1283.973,1286.046,1323.591,493.492,1399.84
,23_s2m1_cell 128,cell 6409,890.11,1782.963,614.669,289.117,1689.006,1160.15,1098.844,311.227,1987.58,531.448,2321.288,397.445,1504.227,1028.193,265.301,1335.89,2070.951,789.577,366.945
,23_s2m1_cell 129,cell 6410,1123.74,5463.618,6120.56,3977.936,1535.185,1236.709,1295.011,1183.68,1986.548,590.503,2437.02,6318.285,1474.868,1063.578,2209.89,1254.675,1021.21,449.314,2101.768
,23_s2m1_cell 130,cell 6411,803.549,5192.957,512.738,2541.559,1466.478,1238.621,1347.152,706.729,2788.009,466.611,2253.269,3037.23,2568.2,1385.678,1194.476,1293.586,2554.352,648.743,1279.057
,23_s2m1_cell 131,cell 6412,1767.789,1636.378,524.551,403.991,1647.979,1410.528,1416.284,379.83,2570.944,730.853,2304.126,634.513,2316.625,4366.933,348.091,2856.496,5913.27,4853.581,540.323
,23_s2m1_cell 132,cell 6413,1060.898,3837.096,2587.907,3457.772,1462.901,1281.35,1539.353,796.177,2938.186,391.401,2275.859,4317.063,1470.269,1160.237,1353.066,1279.985,1493.326,481.042,1466.057
,23_s2m1_cell 133,cell 6414,1102.845,5812.216,7049.477,3661.342,1531.794,1243.426,1394.572,882.912,2210.857,484.159,2415.128,5279.607,1468.473,1118.747,1584.417,1325.098,1200.055,480.939,1624.377
,23_s2m1_cell 134,cell 6415,1052.244,3932.708,531.49,2301.109,1471.679,1198.139,1335.006,716.792,2405.052,585.515,2258.072,2942.111,1432.966,1342.979,1262.439,1282.128,1550.658,643.355,1338.569
,23_s2m1_cell 135,cell 6416,953.464,1936.609,628.075,291.366,1831.204,1206.864,1141.697,322.48,2036.648,533.416,2287.967,395.605,1497.363,1072.684,261.643,1329.472,1953.86,875.2,379.548
,23_s2m1_cell 136,cell 6417,1072.092,4626.422,4989.721,3449.548,1552.622,1202.971,1206.179,1083.985,2001.664,591.624,2424.746,5928.214,1535.416,1098.737,2222.292,1310.594,1301.899,648.538,2137.458
,23_s2m1_cell 137,cell 6418,1212.059,2810.725,852.167,3290.97,1503.586,1316.785,1559.927,801.748,2813.297,428.908,2263.629,4047.561,1535.606,1316.38,1304.703,1293.897,1437.169,509,1519.659
,23_s2m1_cell 138,cell 6419,1688.384,1814.661,521.886,444.785,1671.326,1235.554,1227.801,404.984,2558.749,659.059,2348.629,754.218,2325.606,5287.997,415.795,2824.423,4670.144,3878.984,637.544
,23_s2m1_cell 139,cell 6420,717.78,2593.321,479.377,2062.496,1442.121,1123.942,1133.052,707.646,2567.288,537.673,2252.218,2804.058,1462.514,1366.06,1386.994,1284.591,2239.805,1260.442,1456.907
,23_s2m1_cell 140,cell 6421,1201.41,4462.172,1682.28,3560.804,1518.051,1267.901,1503.651,798.919,3251.196,424.265,2288.548,4440.897,1794.443,1139.687,1351.34,1314.997,1944.747,492.389,1548.584
,23_s2m1_cell 141,cell 6422,1080.23,4392.322,4774.438,3718.307,1615.572,1234.518,1214.74,1131.71,2105.375,547.685,2411.075,6157.009,1494.993,1149.966,2434.495,1340.296,1498.742,559.752,2148.993
,23_s2m1_cell 142,cell 6423,1133.251,5569.874,716.906,3264.864,1543.926,1233.535,1337.255,806.196,2471.344,599.673,2295.961,4055.319,1892.014,1126.457,1264.044,1301.307,2554.892,472.022,1463.417
,23_s2m1_cell 143,cell 6424,888.416,1745.63,487.775,3040.855,1525.022,1295.898,1369.896,814.32,2944.303,608.359,2254.872,3769.427,1492.206,1468.32,1335.894,1275.167,1510.864,457.97,1497.095
,23_s2m1_cell 144,cell 6425,936.578,4429.807,5026.825,4139.448,1529.79,1208.933,1254.906,955.657,2174.941,445.47,2349.298,5611.509,1439.641,1115.81,1701.266,1349.274,1342.588,493.334,1787.375
,23_s2m1_cell 145,cell 6426,616.003,2071.379,892.958,1745.223,1503.416,1153.004,1132.105,642.899,2076.186,701.601,2254.954,2300.954,1592.497,1276.601,1115.272,1427.895,3460.094,2576.096,1229.477
,23_s2m1_cell 146,cell 6427,1068.044,2011.645,672.168,298.598,1857.935,1241.164,1177.841,330.446,2171.818,512.505,2328.939,390.731,1564.885,1042.617,258.019,1478.063,2063.974,848.262,389.185
,23_s2m1_cell 147,cell 6428,871.488,3845.729,4015.649,3935.923,1519.554,1199.353,1185.079,837.383,2084.208,567.484,2333.068,4738.647,1502.056,1107.091,1445.635,1344.491,1569.035,429.542,1596
,23_s2m1_cell 148,cell 6429,628.799,1403.282,474.458,2440.58,1744.11,1250.487,1253.415,729.322,2332.334,486.981,2222.63,3244.955,1727.496,1494.921,1215.501,1277.527,2226.94,460.508,1359.014
,23_s2m1_cell 149,cell 6430,929.917,1283.184,509.313,1916.128,1867.104,1309.639,1249.584,631.813,2171.014,617.405,2243.017,2224.891,1574.329,2028.365,1103.034,1805.666,4010.814,3933.787,1247.882
,23_s2m1_cell 150,cell 6431,1202.289,2261.988,647.146,286.445,1897.751,1215.192,1196.706,331.296,2249.312,519.945,2289.445,358.549,1655.33,1041.951,249.322,1543.289,2212.383,837.188,384.107
,23_s2m1_cell 151,cell 6432,853.784,4330.963,4652.341,3014.12,1563.396,1183.256,1140.843,974.713,1918.246,631.826,2399.26,4974.045,1410.913,1114.166,2193.543,1262.347,1224.519,473.66,2076.864
,23_s2m1_cell 152,cell 6433,614.51,1687.814,460.707,2414.086,2479.795,1234.709,1271.113,752.607,2323.644,741.285,2295.172,3144.059,2024.475,1378.695,1195.803,1333.941,1695.577,506.603,1355.962
,23_s2m1_cell 153,cell 6434,1450.497,1400.839,570.852,1828.653,1593.938,1172.899,1155.497,713.826,2269.964,423.58,2249.728,2620.124,1958.777,1325.635,1233.889,1870.627,3661.065,3252.396,1463.925
,23_s2m1_cell 154,cell 6435,1188.903,2366.02,674.502,284.071,1862.272,1317.887,1201.599,341.948,2200.314,554.275,2288.104,376.265,1545.33,1081.806,245.621,1530.168,1688.638,678.327,386.12
,23_s2m1_cell 155,cell 6436,1381.993,1705.905,480.893,311.705,1576.76,1083.793,1044.893,365.627,2318.789,548.378,2348.672,493.268,2033.77,7490.226,255.703,2594.865,2251.801,1691.235,429.29
,23_s2m1_cell 156,cell 6437,989.406,3331.849,493.639,2611.336,1537.904,1174.87,1196.156,755.37,2892.597,522.404,2266.26,3112.026,1448.346,1264.25,1110.936,2622.773,1343.796,579.057,1343.173
,23_s2m1_cell 157,cell 6438,1001.131,2088.18,653.864,280.414,1805.286,1300.556,1174.401,337.47,2084.167,647.147,2296.617,395.929,1539.007,1118.694,240.854,1623.999,1688.781,768.969,376.485
,23_s2m1_cell 158,cell 6439,602.164,3722.847,4016.695,2580.878,1494.737,1149.167,1112.831,983.607,1771.469,424.703,2326.712,4702.514,1270.503,1053.607,2070.853,1271.746,975.13,444.545,1950.557
,23_s2m1_cell 159,cell 6440,442.837,3214.53,3574.106,3330.426,1433.383,1133.426,1137.602,906.161,1725.675,382.3,2259.289,4662.553,1216.313,1039.385,1504.409,1232.76,934.072,414.829,1583.827
