,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,23_s2m2_cell 276,cell 7828,1135.835,6100.075,6671.409,5944.922,2106.322,1705.835,1301.738,1559.577,2800.408,650.652,2366.529,7368.802,2377.549,1656.226,4132.167,1524.318,1532.089,604.517,2860.772
,23_s2m2_cell 277,cell 7829,1459.344,5075.799,659.307,3998.783,1637.18,1622.593,1338.235,1334.127,3341.788,954.942,2301.608,5428.077,2761.886,1843.664,1905.331,1556.46,3183.476,2447.749,1899.405
,23_s2m2_cell 278,cell 7830,1664.292,1756.579,736.424,1882.954,1755.253,1715.297,1547.554,896.987,3276.253,907.784,2341.772,2889.616,3424.203,3452.858,1533.029,1744.062,5314.76,4735.041,1506.356
,23_s2m2_cell 279,cell 7831,1002.624,1636.094,566.102,359.887,1626.207,1463.202,1073.591,455.229,2581.373,486.588,2217.249,764.45,2462.58,11141.459,562.077,2211.561,1115.978,677.948,642.174
,23_s2m2_cell 280,cell 7832,978.465,2706.698,608.16,5042.373,1679.906,1840.572,1471.32,1311.47,3436.223,490.814,2248.659,7084.107,2789.252,4375.729,2162.99,1337.475,1903.761,473.738,1798.147
,23_s2m2_cell 281,cell 7833,1231.108,2411.108,740.641,343.093,2432.74,1597.912,1161.051,425.67,2439.091,762.719,2352.323,556.548,2449.24,1772.308,357.248,1345.511,2146.026,907.062,384.084
,23_s2m2_cell 282,cell 7834,972.42,5032.136,1926.073,5264.049,1696.059,1711.183,1581.415,1238.966,4055.451,470.753,2289.328,7698.318,3213.171,2043.112,2316.348,1298.976,2039.562,464.162,1719.088
,23_s2m2_cell 283,cell 7835,1085.782,5936.147,6553.768,5727.507,1814.872,1728.817,1317.261,1595.061,2813.422,600.955,2355.76,7788.089,2326.643,1750.337,3846.735,1627.779,1340.094,592.704,2737.386
,23_s2m2_cell 284,cell 7836,1402.494,5581.321,606.545,4613.382,1667.129,1669.677,1562.483,1355.224,3736.546,534.561,2239.551,5975.231,2687.468,2176.336,2124.302,1557.648,2039.109,583.571,2022.029
,23_s2m2_cell 285,cell 7837,963.729,4248.119,4778.288,6351.658,1737.364,1659.793,1412.68,1545.3,2881.707,516.321,2313.986,8871.987,2422.609,1626.112,2901.395,1307.505,1388.839,450.165,2034.847
,23_s2m2_cell 286,cell 7838,944.457,1602.165,557.053,353.831,1619.939,1467.925,1072.882,449.157,2610.618,480.86,2224.179,1029.923,2533.738,10504.657,863.47,2060.811,1078.805,620.88,889.679
,23_s2m2_cell 287,cell 7839,1023.258,1878.846,584.575,3862.469,1621.497,1634.059,1311.124,1209.447,4378.844,482.267,2255.588,5097.916,2276.388,2422.347,1895.586,2854.668,1576.536,590.501,1898.043
,23_s2m2_cell 288,cell 7840,810.98,3070.666,821.286,4391.269,1637.668,1636.42,1234.425,1194.208,3488.691,569.256,2269.446,6182.995,3272.175,4081.456,2040.03,1580.542,2393.972,700.504,1594.375
,23_s2m2_cell 289,cell 7841,1674.728,1969.565,600.22,383.845,1721.091,1516.466,1108.278,453.831,2782.474,521.978,2266.915,689.98,2681.145,12955.339,490.248,2118.538,1495.331,1013.282,613.2
,23_s2m2_cell 290,cell 7842,894.912,6978.736,8247.101,3692.465,1902.235,1687.778,1291.447,1436.023,2553.855,665.752,2380.377,6839.579,2114.543,1476.959,3573.261,1782.269,1233.026,537.891,2855.057
,23_s2m2_cell 291,cell 7843,1274.293,2484.942,742.225,357.872,2213.539,1615.161,1207.386,435.022,2605.096,639.483,2289.74,562.923,2603.612,1425.837,365.774,1449.326,2359.547,971.454,461.699
,23_s2m2_cell 292,cell 7844,914.571,4540.877,4291.429,5432.136,1682.318,1621.245,1359.599,1217.767,3005.447,460.697,2288.354,7615.104,2927.461,1615.83,2315.65,1361.432,2403.269,454.031,1802.803
,23_s2m2_cell 293,cell 7845,828.937,4574.338,579.71,3351.396,1579.985,1556.426,1189.776,1109.968,3145.37,691.793,2241.392,4639.664,2748.674,2707.83,1763.856,1844.925,2529.971,1359.37,1821.217
,23_s2m2_cell 294,cell 7846,1636.786,3533.243,2202.802,2850.744,1697.307,1652.363,1445.904,993.419,2909.944,496.01,2230.727,3536.725,2380.87,1953.373,1548.693,1528.487,4108.544,4358.201,1664.753
,23_s2m2_cell 295,cell 7847,1038.377,8864.809,670.745,4486.581,1627.88,1649.494,1462.695,1164.515,3953.057,486.808,2232.317,6176.937,5063.715,1946.931,1908.548,1356.213,2575.746,522.467,1813.308
,23_s2m2_cell 296,cell 7848,893.097,4251.117,4342.954,3430.916,1780.204,1572.331,1214.402,1326.59,2576.735,511.445,2296.415,5851.25,2286.967,1499.135,3121.415,1789.422,1265.751,835.489,2719.115
,23_s2m2_cell 297,cell 7849,813.522,4095.412,4454.841,5786.967,1657.525,1605.496,1301.975,1221.534,2697.128,466.441,2280.855,7654.585,2191.159,1460.839,2249.245,1355.441,1399.55,432.128,2015.52
,23_s2m2_cell 298,cell 7850,1224.435,3009.858,909.464,5279.306,1713.792,1825.388,2125.158,1198.577,4633.104,508.943,2282.284,6847.464,3020.394,1771.132,2083.025,1378.59,1893.621,570.931,1919.987
,23_s2m2_cell 299,cell 7851,1171.945,2337.779,734.412,351.893,2808.922,1613.852,1199.07,437.08,2746.562,678.863,2286.937,556.184,2693.76,1392.506,354.279,1487.156,2437.84,1004.236,474.906
,23_s2m2_cell 300,cell 7852,1351.572,6002.46,930.122,3943.919,1894.882,1630.775,1332.793,1249.823,3037.896,700.146,2258.933,5039.329,2620.517,2051.345,2090.177,1426.625,2427.235,1799.402,2239.037
,23_s2m2_cell 301,cell 7853,1228.423,4531.618,613.27,4357.666,2212.819,1776.485,1715.861,1389.359,4010.543,1098.125,2332,6369.786,3736.059,2357.986,2103.512,1478.947,2408.925,741.231,2123.841
,23_s2m2_cell 302,cell 7854,1502.811,2087.612,861.006,3321.848,1886.593,1856.895,1230.309,1177.123,2592.001,773.371,2397.974,4098.89,2413.772,2079.54,3554.702,2023.325,1645.467,1183.328,3079.375
,23_s2m2_cell 303,cell 7855,1456.424,3234.298,2035.197,2883.975,2345.573,1695.635,1494.595,1014.66,3131.43,779.267,2341.517,3604.466,2557.396,2257.031,1653.947,1676.438,5002.638,4910.522,1773.225
,23_s2m2_cell 304,cell 7856,1072.94,2255.71,728.434,331.342,2075.684,1601.824,1186.237,431.66,2500.755,629.234,2274.338,555.086,2320.196,1374.361,349.542,1462.837,2201.146,977.052,419.841
,23_s2m2_cell 305,cell 7857,1355.732,6277.696,814.752,4286.946,2670.319,1678.455,1432.312,1322.085,3193.69,1148.741,2373.489,5583.351,3784.181,2325.922,2077.509,1508.266,2785.056,1789.44,2214.087
,23_s2m2_cell 306,cell 7858,1100.233,4296.045,4708.119,7062.494,1695.603,1727.94,1359.819,1367.306,2909.595,862.213,2352.866,8670.004,2457.683,1601.879,2582.851,1419.209,1466.36,632.142,2247.8
,23_s2m2_cell 307,cell 7859,1072.756,3233.534,2994.724,6313.393,1685.825,1706.254,1494.193,1315.949,3555.711,1971.238,2532.866,8296.416,2739.885,1701.547,2382.463,1359.016,1424.718,472.34,2119.279
,23_s2m2_cell 308,cell 7860,1058.817,7250.257,624.596,4417.549,1776.401,1678.46,1502.817,1178.118,4724.906,685.622,2267.301,5792.195,4880.977,2070.994,1887.64,1374.124,3012.49,617.204,1884.773
,23_s2m2_cell 309,cell 7861,1167.287,3202.154,647.642,5058.29,1692.083,1780.617,1535.997,1203.41,3549.192,778.526,2305.312,6528.628,3268.063,2509.176,1981.919,1358.778,2163.58,555.186,1936.08
,23_s2m2_cell 310,cell 7862,1497.776,2931.174,2070.449,3339.336,1722.389,1624.288,1332.79,1028.979,3062.519,547.244,2256.411,3623.312,2506.524,2261.881,1720.833,1900.799,4739.161,5075.608,1765.21
,23_s2m2_cell 311,cell 7863,985.623,2229.442,703.536,317.448,1974.048,1645.748,1247.291,415.688,2557.278,546.895,2252.041,557.586,2172.497,1427.864,348.884,1406.864,1989.217,900.902,404.878
,23_s2m2_cell 312,cell 7864,1062.56,5532.88,6308.491,5849.291,1728.582,1693.159,1234.019,1669.547,2720.706,535.863,2310.601,7949.127,2188.499,1657.768,3612.01,1558.766,1671.69,1593.437,2918.487
,23_s2m2_cell 313,cell 7865,1085.269,4651.776,5290.396,6827.991,1718.583,1775.923,1355.141,1395.299,3102.383,572.254,2326.857,8723.286,2328.039,1692.979,2579.808,1413.778,1374.741,463.244,2228.65
,23_s2m2_cell 314,cell 7866,1124.494,1708.229,572.451,3023.757,1664.514,1675.086,1499.217,1099.08,4935.923,716.363,2291.188,4199.934,3067.44,1851.089,1845.386,3675.729,2985.414,1581.637,1839.417
,23_s2m2_cell 315,cell 7867,1182.989,2403.2,788.438,325.9,1911.976,1787.83,1295.22,406.089,2443.987,639.288,2264.891,583.303,2023.959,1622.887,344.481,1453.577,1326.601,716.303,474.603
,23_s2m2_cell 316,cell 7868,814.848,4369.229,4528.582,4427.504,1683.969,1612.039,1231.86,1415.615,2370.368,577.848,2285.416,6582.994,2025.704,1451.224,3590.298,1328.556,1116.628,468.111,2837.356
,23_s2m2_cell 317,cell 7869,925.696,6998.16,672.219,4319.311,1641.289,1710.803,1662.33,1131.873,4714.39,670.816,2284.254,6439.409,4462.882,2158.584,1980.98,1368.6,2629.998,592.943,1969.886
,23_s2m2_cell 318,cell 7870,1038.07,4745.101,4704.553,6565.368,1713.323,1685.288,1498.902,1471.787,3472.782,520.527,2316.145,8931.384,2781.169,1564.646,2681.825,1461.442,2235.983,470.213,2296.012
,23_s2m2_cell 319,cell 7871,821.484,2652.456,570.709,3450.675,1619.094,1615.769,1266.729,1118.932,3301.974,2453.481,2566.519,5039.331,3254.031,1858.248,1634.561,1461.775,1868.923,556.088,1624.026
,23_s2m2_cell 320,cell 7872,1061.93,5206.172,664.489,3205.752,1594.824,1585.022,1181.958,1092.014,3140.824,1237.755,2334.068,4219.92,2207.553,1841.601,1769.505,2032.283,1662.218,932.555,1742.527
,23_s2m2_cell 321,cell 7873,1111.069,2279.206,811.275,318.5,1802.121,1732.129,1249.016,401.305,2304.511,622.42,2270.124,576.997,2023.893,1512.294,339.047,1373.665,1740.577,688.058,395.321
,23_s2m2_cell 322,cell 7874,1075.175,8241.518,1078.92,5224.879,1697.757,1674.314,1499.26,1227.565,4136.133,695.488,2304.5,7652.565,4862.896,1690.34,2245.926,1405.379,3690.26,526.559,2027.843
,23_s2m2_cell 323,cell 7875,932.439,3920.306,616.342,4020.777,1642.798,1657.812,1391.423,1100.641,3864.827,1133.005,2342.781,5615.368,3518.784,2169.456,1803.862,1336.333,2868.915,571.513,1704.967
,23_s2m2_cell 324,cell 7876,1231.85,2431.406,785.769,332.262,1961.678,1846.867,1310.767,412.981,2558.326,705.942,2310.803,627.881,2126.075,1538.185,342.2,1478.023,1578.304,751.52,388.048
,23_s2m2_cell 325,cell 7877,883.206,4461.352,4652.755,3912.651,1822.857,1643.099,1283.828,1282.813,2566.333,736.408,2360.202,6029.594,2143.301,1535.078,3476.638,1336.93,1376.852,504.156,2866.036
,23_s2m2_cell 326,cell 7878,880.4,4689.223,5254.874,6167.053,1656.467,1681.403,1480.143,1365.173,2904.823,474,2295.093,7888.993,2402.687,1699.33,2613.78,1433.567,2168.637,440.18,2318.923
,23_s2m2_cell 327,cell 7879,850.408,4218.595,555.832,3002.749,1664.052,1583.157,1171.471,1015.716,2376.446,839.804,2258.248,4384.565,2372.934,2122.154,1533.873,1295.862,1622.322,626.793,1578.534
,23_s2m2_cell 328,cell 7880,1140.662,4453.956,861.791,2749.002,1956.914,1663.646,1280.166,1078.802,2619.669,773.281,2248.736,4038.288,2606.635,2298.953,1574.419,1696.591,3119.164,2332.4,1625.479
,23_s2m2_cell 329,cell 7881,993.321,5117.562,728.487,5391.271,1978.265,1800.977,1668.735,1279.29,4630.173,893.8,2309.89,7754.617,4170.008,1925.081,2312.852,1411.733,2905.835,534.767,2093.531
,23_s2m2_cell 330,cell 7882,1019.626,4957.564,5543.475,6456.238,1866.052,1725.75,1391.571,1457.646,2953.956,512.193,2321.962,8078.801,2510.377,1759.742,2956.299,1471.126,1885.724,460.788,2447.605
,23_s2m2_cell 331,cell 7883,1032.08,4615.792,4662.399,3512.064,2088.192,1669.099,1243.885,1104.387,2905.393,639.045,2346.233,4773.176,2900.022,1830.249,3043.24,1630.949,2126.703,683.706,2599.329
,23_s2m2_cell 332,cell 7884,939.11,8091.833,2180.887,6166.107,2013.323,1615.123,1337.027,1390.078,3650.978,656.407,2326.903,8483.793,4472.748,1752.8,2521.54,1404.235,3649.57,469.888,2166.478
,23_s2m2_cell 333,cell 7885,1096.629,2321.824,786.805,337.799,2042.757,1871.684,1381.068,402.708,2632.346,781.97,2295.377,678.599,2269.161,1651.59,355.805,1529.451,1729.251,830.66,402.57
,23_s2m2_cell 334,cell 7886,905.612,4083.445,603.392,3877.534,3176.452,1663.124,1372.274,1171.045,3313.813,2241.392,2562.61,5992.699,5666.312,2357.668,1861.588,1491.786,2691.773,634.266,1835.221
,23_s2m2_cell 335,cell 7887,889.219,4308.054,4552.641,6174.628,1691.8,1598.471,1393.266,1427.678,2962.081,477.963,2299.14,7662.814,2451.229,1550.56,2569.182,1376.748,1574.955,449.686,2205.444
,23_s2m2_cell 336,cell 7888,1004.029,2764.642,1190.156,5529.365,1916.158,1726.018,1751.042,1329.842,4998.651,765.084,2320.778,7571.91,2884.903,1656.815,2208.081,1339.831,1754.026,450.451,2011.91
,23_s2m2_cell 337,cell 7889,1043.083,2798.083,1987.444,2944.92,1636.35,1625.381,1368.002,1024.931,2874.353,589.765,2250.361,3643.623,2461.928,2836.438,1639.239,1484.408,4573.662,4624.371,1690.23
,23_s2m2_cell 338,cell 7890,720.867,6206.912,6986.227,3538.477,1678.036,1603.468,1379.052,1346.945,2623.64,483.263,2402.698,5701.961,2088.507,1602.526,3214.178,1380.666,1294.227,722.123,2712.627
,23_s2m2_cell 339,cell 7891,987.893,5816.962,616.828,4557.819,1735.81,1694.249,1411.816,1237.945,4037.988,1304.721,2384.599,6131.721,4506.068,2679.351,1950.68,1338.751,2583.426,602.857,1961.871
,23_s2m2_cell 340,cell 7892,1066.72,2235.817,759.396,350.428,1981.311,1817.815,1356.809,414.739,2792.959,958.83,2343.913,697.037,2254.887,2178.563,382.609,1713.107,1502.063,982.274,452.528
,23_s2m2_cell 341,cell 7893,1644.455,5253.736,611.068,4269.5,1670.042,1686.935,1399.243,1402.154,2862.992,624.531,2245.173,6269.838,2128.717,2193.304,1983.246,1316.62,1492.605,835.212,1987.003
,23_s2m2_cell 342,cell 7894,827.88,3802.584,4070.231,5673.554,1629.438,1633.896,1321.936,1368.018,2888.022,479.034,2293.968,7057.902,2304.892,1804.594,2414.608,1365.496,1852.574,565.767,2146.851
,23_s2m2_cell 343,cell 7895,941.432,4669.375,5018.347,4542.266,1707.189,1645.313,1281.632,1492.651,2613.8,580.864,2351.755,6425.285,2228.19,1883.858,3420.489,1556.405,2900.285,2667.289,2838.147
,23_s2m2_cell 344,cell 7896,858.901,6537.422,951.759,4554.431,1632.729,1715.355,1563.468,1134.112,4815.924,505.686,2271.466,6397.269,5104.486,1945.321,1956.998,1344.163,3396.993,506.518,1758.502
,23_s2m2_cell 345,cell 7897,1326.639,5904.451,591.008,4050.15,1624.145,1684.899,1522.702,1153.855,3298.94,517.538,2263.686,5605.046,2370.877,2252.746,1672.221,1323.008,1779.855,614.495,1671.336
,23_s2m2_cell 346,cell 7898,809.027,4644.499,5109.947,3782.145,1670.665,1668.904,1259.08,1294.536,2602.462,709.869,2386.039,6035.026,2098.918,2015.068,3083.822,1422.849,1492.904,1055.509,2587.27
,23_s2m2_cell 347,cell 7899,1182.234,5185.364,1222.203,5874.541,1690.623,1775.925,1863.07,1383.605,5211.816,469.536,2280.938,7422.47,3563.3,2255.05,2250.091,1394.58,2753.352,634.07,2094.675
,23_s2m2_cell 348,cell 7900,873.715,6987.438,616.168,3888.431,1589.949,1634.973,1276.669,1228.951,4012.365,467.034,2268.708,5537.73,4663.508,2316.582,1797.319,1442.387,3358.783,938.336,1821.109
,23_s2m2_cell 349,cell 7901,993.186,4712.714,5363.793,6644.339,1638.288,1649.65,1453.021,1402.202,2948.187,461.763,2342.414,7733.531,2474.473,1925.446,2372.042,1428.215,1754.173,912.448,2145.343
,23_s2m2_cell 350,cell 7902,2117.831,2219.091,630.565,425.186,1931.147,2012.51,1708.911,435.233,3126.161,621,2331.593,757.305,3147.18,14589.549,369.92,3147.199,5099.216,4565.889,449.654
,23_s2m2_cell 351,cell 7903,1168.05,1722.225,554.297,348.373,1721.714,1513.286,1118.223,449.598,2846.607,568.971,2335.484,735.67,2830.444,14619.752,522.762,2429.499,1849.941,1393.126,702.147
,23_s2m2_cell 352,cell 7904,1029.201,6179.979,7635.015,7031.134,1674.767,1593.32,1285.744,1740.343,2704.244,466.913,2368.683,8948.291,2135.064,1779.047,3069.718,1472.561,1480.686,1165.145,2632.145
,23_s2m2_cell 353,cell 7905,1143.233,2382.29,1541.131,6484.574,1661.416,1756.257,1461.598,1377.804,3360.724,507.635,2307.778,7770.029,2502.962,3312.091,2263.879,1431.662,1605.239,560.547,2158.499
,23_s2m2_cell 354,cell 7906,1198.272,2289.969,1157.364,4078.621,1633.893,1671.816,1325.856,1148.714,4867.817,479.039,2286.882,4751.492,2244.922,2584.322,1874.758,3846.401,2533.833,1967.685,1873.755
,23_s2m2_cell 355,cell 7907,1053.492,5588.462,6174.141,5124.086,1720.76,1636.467,1276.176,1618.483,2663.94,515.797,2379.27,7443.789,2096.185,1703.998,3777.192,2101.081,1793.609,1556.347,3109.961
,23_s2m2_cell 356,cell 7908,1218.034,4575.854,659.889,4315.883,1700.113,1749.377,1493.087,1178.269,4070.215,522.757,2307.931,5508.549,2300.292,2872.599,1744.632,2225.148,1843.644,1088.739,1814.32
,23_s2m2_cell 357,cell 7909,1119.914,3445.529,741.092,5404.741,1697.697,1852.335,1477.534,1251.161,3729.264,643.722,2306.774,6820.058,2793.948,2627.69,1932.082,1413.726,2022.314,539.197,1937.45
,23_s2m2_cell 358,cell 7910,1052.766,5153.879,5367.739,6033.803,1664.447,1781.693,1394.035,1347.067,3122.995,769.469,2380.428,7403.367,2841.639,2030.302,2330.385,1496.795,1955.329,500.315,2209.795
,23_s2m2_cell 359,cell 7911,775.07,3625.562,3562.932,4497.875,1665.984,1590.848,1207.381,1351.641,2671.158,654.828,2343.113,6628.269,2265.342,1546.045,2846.674,1617.244,1684.502,593.844,2440.254
,23_s2m2_cell 360,cell 7912,1205.54,5518.471,2498.874,3666.619,1629.081,1631.655,1378.942,1097.572,2838.374,486.457,2258.028,4627.167,2334.708,2439.593,1837.612,3194.347,4580.016,4462.972,1909.878
,23_s2m2_cell 361,cell 7913,1889.217,1868.519,658.752,1363.925,1938.617,1955.515,1661.125,692.619,2991.448,775.954,2337.652,1893.731,2939.817,9885.614,874.956,2592.696,6383.342,5996.933,963.896
,23_s2m2_cell 362,cell 7914,979.704,2282.948,862.043,5161.391,1663.859,1691.626,1510.155,1212.279,4285.262,3900.129,2875.537,7364.945,3338.307,1817.382,2096.167,1372.141,2994.486,453.635,2003.563
,23_s2m2_cell 363,cell 7915,803.081,6702.465,598.72,3784.646,1632.634,1676.992,1333.551,1212.457,3915.797,669.692,2301.69,6024.431,5183.607,2425.714,1775.37,1556.338,3918.008,870.801,1840.237
,23_s2m2_cell 364,cell 7916,665.655,3879.485,4137.631,3936.6,1741.09,1603.954,1282.399,1218.797,2927.9,753.182,2345.966,6430.588,2298.59,1579.284,2656.692,1398.101,1572.533,516.835,2327.74
,23_s2m2_cell 365,cell 7917,959.425,7157.964,663.628,4283.306,1631.866,1738.489,1677.19,1128.22,4705.278,930.185,2370.511,6491.101,5423.855,2214.81,1924.468,1352.633,4004.818,488.281,1834.643
,23_s2m2_cell 366,cell 7918,1327.836,3000.865,2253.679,2571.696,2131.281,1606.298,1377.938,869.213,2836.01,659.505,2314.681,3188.812,2634.046,2136.184,1309.774,1630.348,5018.356,5078.575,1423.501
,23_s2m2_cell 367,cell 7919,1071.841,4280.444,581.404,3290.024,1808.03,1709.451,1399.225,1013.355,3358.249,684.11,2284.3,4765.486,3942.127,2798.181,1577.469,1354.465,3061.561,617.739,1644.249
,23_s2m2_cell 368,cell 7920,759.383,4530.356,5216.16,4691.421,1623.86,1673.109,1264.368,1215.932,2699.242,689.102,2370.191,6605.901,2482.775,1789.758,2180.194,1331.065,1619.736,429.182,1999.508
,23_s2m2_cell 369,cell 7921,893.611,3672.851,1186.672,5233.874,1632.943,1762.649,1361.704,1307.569,3527.725,506.294,2269.7,7630.086,3438.187,2029.905,2212.155,1324.403,3010.958,462.218,2098.357
,23_s2m2_cell 370,cell 7922,1547.124,1928.472,573.91,358.954,1723.544,1623.329,1270.181,414.576,2840.578,596.591,2358.953,678.626,2830.421,15065.675,454.918,2247.617,2733.785,2052.333,645.71
,23_s2m2_cell 371,cell 7923,941.199,2892.51,2401.255,1091.469,1733.771,1612.344,1276.709,640.953,2211.466,477.783,2379.831,1493.442,2028.294,1437.033,1093.846,1293.145,1820.552,603.76,922.736
,23_s2m2_cell 372,cell 7924,806.124,7436.394,8986.604,3905.602,1602.351,1594.495,1273.955,1183.561,2498.434,712.686,2438.201,5645.715,3054.052,1617.271,2589.394,1326.131,1382.396,446.923,2241.738
,23_s2m2_cell 373,cell 7925,1305.792,5126.472,590.13,3004.788,2668.575,1702.021,1477.45,962.646,3020.75,982.672,2335.95,3738.415,3442.34,1900.863,1447.759,1420.476,3418.059,1774.958,1603.472
,23_s2m2_cell 374,cell 7926,991.733,4746.604,785.352,5044.312,1656.521,1759.09,1655.646,1290.623,4349.725,491.994,2267.05,6927.556,4219.561,1853.96,2091.462,1348.681,2838.071,482.796,2031.283
,23_s2m2_cell 375,cell 7927,1064.626,7705.738,616.262,3714.621,1671.626,1690.181,1533.2,1079.474,4234.711,740.568,2333.595,4945.665,5062.284,2066.564,1778.278,1341.96,2814.877,600.059,1807.896
,23_s2m2_cell 376,cell 7928,732.553,4531.827,5362.17,4977.87,1563.72,1610.857,1266.58,1154.363,2573.04,461.123,2313.457,6417.097,2274.127,1648.587,1903.753,1318.14,1692.42,400.233,1857.797
,23_s2m2_cell 377,cell 7929,931.139,5520.667,6223.345,5432.319,1631.099,1607.086,1235.189,1470.422,2366.159,519.293,2336.513,6731.017,2094.194,1586.923,2916.101,1303.007,1060.484,442.436,2511.863
,23_s2m2_cell 378,cell 7930,918.856,1610.271,553.131,349.85,1597.124,1492.961,1083.157,428.852,2653.91,491.963,2303.536,858.133,2566.022,13012.671,855.953,2391.461,1235.667,703.021,1064.139
,23_s2m2_cell 379,cell 7931,1088.425,2243.867,754.006,325.743,1897.261,1683.867,1269.446,390.023,2279.577,734.8,2320.537,515.465,2097.636,1439.204,336.89,1351.973,1872.133,734.55,373.076
,23_s2m2_cell 380,cell 7932,854.134,3366.967,862.281,4893.71,1598.185,1743.716,1320.421,1205.212,3260.104,584.09,2318.585,6426.884,3420.919,2521.845,1987.925,1338.743,2307.794,494.075,1911.698
,23_s2m2_cell 381,cell 7933,1778.665,3340.37,2222.135,3112.187,1703.545,1733.031,1502.845,1013.279,3198.895,680.821,2326.17,3783.601,2734.203,2115.259,1801.464,1583.397,5324.484,5716.887,1873.076
,23_s2m2_cell 382,cell 7934,996.724,2255.781,594.994,4081.506,1600.568,1707.764,1589.618,1188.462,3490.563,4140.038,2912.726,5583.302,3263.046,2091.226,1836.722,1316.546,1613.772,574.065,1893.074
